,Date,Content
207,2021-11-06 5:47:17,"Knp BUSD masih aja maintenance ? Udah berapa hari ini, mau sampai kapan ? Kita naro uang untuk di puter bukan di diem²in gitu aja. Tolong di PERBAIKI SISTEM nya"
892,2021-10-28 13:48:08,"Apa apa sih mau jual 50% malah kejual 100% gara"" Apk ngebug tolong dong di benarin"
177,2021-11-28 6:13:00,"Jelek gk bertanggung jawab mau delisting gk ada tanggung jawabnya,,,, harusnya pihak idx mempertimbangkan orang orang yg hold token vidy!!!"
671,2021-11-15 10:46:20,fee mahal
1192,2021-12-01 7:57:50,"Kak, saya sulit masuk ke indodax karena no telp saya sudah GK aktif(menggunakan Google autentikator), mohon bantuannya"
168,2021-11-29 12:37:59,"Harga selisih jauh sma pasar..kmren gw liht di tokocrypto BTC hrgnya 828 jt, d indodax 823 wkwk"
1061,2021-10-21 7:07:49,Masalah koin solve sudah diperbaiki dan normal kembali. Indodax sudah cepat merespon dan memberikan pelayanan terbaik dan profesional. Terima kasih indodax.
1122,2021-12-02 14:28:13,Oke banget... Banyak membantu info pasar bitcoin..
234,2021-11-10 7:13:38,"Hallo, pagi ini iddx saya tidak bisa dibuka. Verifikasi nomer tlpn nya tidak masuk. Kmn contack Coatumer service ??"
1132,2021-12-02 12:24:10,"Mantap indodax simple cara pakainya, tapi sayang biaya penarikannya mahal🙃🙃🙃"
375,2021-11-04 3:55:58,proses verifid nya lama
854,2021-11-19 14:43:13,"Msh blajar wajar minus,lama kelamaan jga paham ,trimakash sudah mengajarkan berinvestasi...salam sukses untuk pengguna indodax"
793,2021-10-22 6:41:45,"Tolong lag nya, sedikit masukan untuk biaya penarikan tolong dikurangi dikit, karna pemain awam biasanya lebih mentingin profit dikit buat kebutuhan. Penarikan sama biayanya hampir mahal biayanya. Full star setelah lebih baik. Trima kasih"
319,2021-11-20 3:38:28,Biarkan bintang yg bercerita...
293,2021-10-16 0:21:49,"potongan tarik saldo nya coba di kurangin lagi,trllu besar minim 25rb mah!!"
93,2021-10-27 13:24:06,"Benerin server lu ampasss, udah sell berkali2 kaga bisa , masuk order aja kaga kan konyol.jangan fee aja di gedein bikin server gak becus. Kalau sekali 2x oke2 aja tapi ini sering kali. Coba ojk turun tangan banyak yang dirugikan oleh indodax"
431,2021-10-11 2:58:50,Saya habis update kok sekarang tidak bisa di buka apk indodax nya...tapi kali lewat web site bisa...kenapa ya... Ket: harap coba lagi beberapa saat lgi
165,2021-11-30 0:15:53,"BAJIIINGAN APLIKASI,SEMAKIN LAMA SEMAKIN MARUK FEE NYA,,OTAK OTAK KADAL DUIT DOANG,BIAYA TF SAMA YG MAU DI TF MALAH JD BEBAN,,YG PEMBUAT NYA OTAK PEPEK MESUM PGN CPT KAYA TP GA MIKIR"
540,2021-10-06 2:38:34,"Fee untuk kirim aset sangat mahal , ampun dah"
595,2021-07-29 11:37:36,Sejauh ini sih baik. Terus juga saat mau open dan close juga pas waktunya gak meleset dengan alasan jaringan. Cuma permasalahannya ada diverifikasi akun. Kenapa sih gak dipermudah. Gak selamanya kartu identitas yang kita punya tetap bagus fisik dan warnanya. Iya kalau ada identitas yg lain seperti sim. Kalo gak ada. Mana gak bisa pakai npwp verifikasinya. Mohon untuk diperbaiki kalau bisa dipermudah untuk verifikasi akunnya. Nanti kalau sudah baru saya tambahkan bintangnya. Trims.
57,2021-10-06 6:50:09,"Masih banyak bug, server sering eror, terkadang tidak bisa pakai limit order,harus selalu menggunakan instan order, bukan masalah fee tapi limit order sangatlah penting untuk mendapatkan keuntungan maupun mengurangi kerugian.aplikasi sering diperbarui tapi tidak berpengaruh apa-apa."
1140,2021-12-02 7:30:36,good market
576,2021-10-13 5:54:15,Fee nya terlalu tinggi .
181,2021-11-28 0:58:42,Katanya terbesar di indonesia. Tapi ada masalah pada pengguna.lamanya minta ampun
192,2021-11-27 13:14:56,#koinmasadepan apaan ini gimana gk itu koin vidyx nyata bangke kok di listing disana. Abis aset jadi Abu.
299,2021-10-11 5:54:34,"Untuk pembelian & penjualan koin nunggu terlalu lama, bisa 1 X 24 jam"
1128,2021-12-02 13:22:57,"Selama ini memakai indodax. Tetap lancar, list koin banyak. Semoga semakin bagus dan dapat listing lebih banyak koin."
827,2021-10-19 1:23:08,Secara keselurihan bagus dan mudah di mengerti tapi ongkos wd nya kemahalan. Mungkin bisa dikurangi 25 ribu jadi lebih murah. Terimakasih
548,2021-11-09 8:45:15,Min masukin deposit bank BRI juga dong
183,2021-11-28 0:23:33,"Yang mau download terus niat nya mau invest,, mending pikir2 dulu,, sekedar mengingatkan jangan berfikir bisa kaya mendadak,, invest di indodax meskipun di awasi ojk, tetap aja kripto yg ingin kita investkan belum tentu aman.. so gw saranin kalo mau invest mending di bitcoin."
260,2021-10-04 10:58:19,Kenapa saat saya mau jual atau beli proses cukup lama ya? Padalah pada saat beli atau jual udah pas pada saat harga di market
856,2021-11-02 1:54:34,"Bagus banyak app serupa bahkan lumayan bagus tapi kadang kurang nyaman aja, tingkatkan terus ."
83,2021-11-01 14:36:43,"Sistem verifikasi mengecewakan, udah nunggu 24 jam gataunya malah ditolak, padahal udah deposit disitu, tapi karna akun belum terverifikasi jadi nyangkut saldonya. Tolong diperbaiki & dipercepat sistem verifikasinya"
555,2021-11-14 12:31:13,Apl kok sering berhenri sendiri min?
295,2021-10-20 12:17:11,Admin widrawnya terlalu besar buat pemula belajar & yang modalnya sedikit...
534,2021-10-23 0:12:58,trading view atau barchat nya gak bisa kebuka... min
195,2021-11-27 9:06:09,"Mahal bgt WD.nya 25, tokocrypto aja cuma gocengan"
442,2021-11-18 14:58:50,"Biaya deposit okelah cuma 4k, tapi tolonglah biaya wd nya jangan 25k, coba klo wd 50 dipotong 25k, gede bgt itu."
457,2021-11-20 2:21:49,Sudah 2 hari ini kenapa aplikasi indodax lemot banget ya..tlg dong segera du maintenance...ngk nyaman banget
1070,2021-11-14 14:39:31,Kenapa setelah di upgrade malah sering ilang setelah masukan pasword....tlg dong diperbaiki masa lg trading tiba2 keluar dr aplikasi... Kan sangat mengganggu
265,2021-10-08 13:12:35,"Mengapa susah sekali login setelah memasukan pin, dan harus di hapus aplikasi nya dan install ulang lagi baru login😓😓"
558,2021-10-07 0:37:56,tidak bisa buka full candlestick
372,2021-11-05 4:00:07,Sering maintenance sangat kecewa
92,2021-11-07 8:31:44,"Baru pakai beberapa langsung ga suka, biaya fee witdraw dan deposit 25k anjir gede amat, kalau trade pakai instan order 3% biayanya, kalau pakai limit order saldo bisa-bisa nyangkut di server... Yang mau download pikir2 lagi deh"
1023,2021-11-19 6:22:29,"Dear Developer,, masih Amanah dn proses cepat, wd 5 menit lgsg Notif masuk lagsung Masuk rek,, Hanya kecewa utk Virtual Account BNI penarikan semntra tidak bsa digunakan,, apakah harus buka rekening baru? Impossible... Tolong di perbaiki,, mau Wd ribet, 🤝🙏🙏🙏"
569,2021-11-02 23:50:41,Tolong server nya di perbagus sering Rugi gegara loss server
627,2021-11-26 0:41:47,Pair untuk usdt kok gak ada fitur instant buy dan instant sell ya??
187,2021-11-28 0:17:54,"merugikan,"
1083,2021-10-05 11:43:15,"Pertama x pake ini ya bener2 misinfo dari teman, org2 yg koment di ulasan, dari cs nya jg, omygattttt! Untung bener2 ditolong Tuhan, apalg dalam aplikasi semua petunjuk amat jelassss kl msh ada yg salah... Gw lgs bs setor & tarik usdt mengunakan jaringan trc20 krn ada 1 aplikasi luar membebankan 10$ krn wajib beli token trc20, aneh banget pdhal kirim usdt😮. Tp sy msh blm paham cara jual beli disini, td terpaksa kirim dr binance kena biaya lagi😞."
94,2021-11-19 8:15:04,Kenapa nggak bisa update.terpaksa Saya uninstall..tpi ketika mau install lagi..malah nggk bisa bisa..padahal kuota full kok..terpaksa transaksi pakai website
201,2021-11-23 6:24:13,"Minta tolong dong admin, top up akun wallet bisa. Tapi kenapa kalo penarikan ga bisa pakek akun virtual ewalet???!!!!"
964,2021-11-18 1:42:04,Baru nyoba
97,2021-10-23 4:26:53,"Ah ga bagus ini apk, mau ganti nama karena nama saya beda dngan identitas ga bisa, padahal uang sy bnyak di pltfrom idx ini, pas mau WD, dan verifikasi identitas ditolak dalam alasan username beda dngan identitas, trus pas mau ganti username dan nama, ga bisa, ah aplikasih taik ini mah,!!"
753,2021-10-28 14:31:54,"Deposit via shopee pay pakai QR Code, harusnya bisa cepat, ini malah gak masuk masuk udah lebih dari 4 jam, CSnya ditanyapun gk ada tindakan solutif diminta nunggu 3 jam, setelah 3 jam gk masuk"" diminta tunggu lagi 12 jam. Bukti transaksi juga sudah sya lampirkan. Kenapa layanannya seburuk ini?"
844,2021-11-14 12:33:17,"Bagus aplikasikasinya, tp terkadang gak bisa terbuka aplikasi nya . Tlg supaya diperbaiki"
529,2021-10-15 12:18:40,Kenapa gak bisa transfer wallet yaak? Notif nya maintenance trs.
511,2021-11-25 0:08:47,Loading sangat lama
880,2021-11-03 5:23:06,Sudah lama saya memakai aplikasi ini.. tingkatkan terus
815,2021-10-29 1:02:03,"Minta tolong di review lg utk fee nya yg terlalu besar, mau cuan hrs nutup fee nya nih, maintenance perlu d jaga, sell maupun buy hrs gercep jgn lemot...sya masih selalu setia ma indodax nih"
518,2021-10-13 10:00:15,feey terlalu besar.. Trading hanya dikit dikit habis buat fee aja..
1188,2021-12-01 8:16:03,"The best, I'm a billionaire"
277,2021-11-07 5:17:59,Kenapa saya tidak bisa membuka indodax padahal saya sudah masukan pin dengan benar
1153,2021-12-02 0:54:25,Good job
136,2021-12-01 7:05:41,Knpayya setiap saya daftar di indodax disuruh masukkan saya alamat email yg benar tatapi selalu disuruh masukkan padahal kan udah moga diperbaiki min
666,2021-11-17 0:26:06,Cukup bagusss cuan
824,2021-10-07 0:31:54,"Min kenapa ya setiap kali saya mau daftar mesti nomer telpon telah di gunakan,,padahal saya kan belum pernah mendaftarkannya,,,tolong beri penjelasan nya?"
1064,2021-10-28 8:31:50,Koin aoa. ?? Kenapa di indodax harganya PALING Murah ketimbang yang lain.. Permainanya gimana sebenarnya..?? Aoaoaoaoaoaoaoaoa
1022,2021-11-02 1:38:34,"Terimakasih indodax,,🙏 Coin saya yang belum masuk kemarin sekarang udah masuk ke wallet saya SEMOGA kedepan nya lebih bagus lagi,,saya masih setia sama indodax Jadi teman2 jangan ragu lagi sama indodak Aman dan terpecaya,,SALAM SUKSES bersama INDODAX 🚀🚀🚀"
239,2021-10-22 1:12:51,"Pembelian saham nya lama sekali di ACC, saat pertama kali main cepat sekali di ACC, dan soal verified nya ditolak padahal sudah mengirimkan data sesuai!, Mohon diperbaiki"
451,2021-11-30 0:27:40,Kenapa Bank BNI hilang dari indodax untuk Deposito
823,2021-11-23 1:07:28,Mantap sih cuma itu pemotongan nya agak besar sih menurut saya Rp. 25k per penarikan kalo bisa sih di kurangi itu lebih bagus
386,2021-11-02 1:56:10,Tiap refresh knpa saldo sering berubah ubah...?
179,2021-11-28 6:04:57,kecewa parah
95,2021-10-28 0:32:57,Saya mulai kecewa dengan fitur2 di indodax Apalagi ketika mau jual apa mau beli ga realtime banget saya sering banget di rugikan ketika mau jual/beli Apalagi ga semua koin ada stop limit order Masa kalah sama exange lain yang fiturnya lebih lengkap Padahal indodax katnya exange nomer 1 tapi fasilitasnya masih 0 Nanti kalau sudah ada perubahan yang lebih baik dari segi fitur jual beli saya koreksi bintangnya jadi 5 bintang Untuk sekarang 1 bintang dulu karena masih kecewa Terimakasih
920,,setelah di-update kenapa timing trading nya jadi kebalik2 nih.. mohon koreksi nya ya.. terimakasih
19,2021-11-30 1:23:49,Ini merugikan saya... Habis maintance coin yg saya buy sdh tdk ada lagi...yg terjadi sya rugi.... Ini penipuan..
4,2021-11-23 12:02:41,"Sangat mengewakan deposit saya dari tgl 28 okt 2021 sampai saat ini belum masuk juga, saya disuruh menunggu 15 hari kerja sampai saat ini tidak ada laporan balik kesaya...sungguh terlalu ribet cs pelayannya saya email selalu jawaban nya menunggu dan menunggu........."
305,2021-11-28 0:14:12,Please re design your UI/UX.Your UI/UX is so old. Its hurt my eyes
1114,2021-12-02 16:23:20,"Semoga sukses para Treder dan juga INDODAX JAYA SELALU, syalom"
994,2021-11-14 5:35:01,"Untuk deposit aman , untuk dari IDR ke USD cukup lama makan waktu saya harapkan bisa lebih cepat thanks"
67,2021-11-17 3:33:11,"Ini kenapa verifikasi saya kok ditolak dengan alasan ktp foto buram ?? Astagfirullah... Awal2 alasannya foto ggak sama dg ktp saya sudah foto berkali2 bilang tidak sama..akhirnya setelah saya coba beberapakali akhirnya diproses, dan..dapet email katanya verifikasi ditolak karena foto buram.. Hellow...maunya anda apa?? Data saya sudah dianda smuamloh ya..foto diri saya,foto ktp kenapa masih dibilang alasan foto buram?? Tolong segera diproses,karena foto ktp saya juga sudah dianda !!"
1197,2021-12-01 6:42:15,Lumayan mudah untuk withdrawnya..
601,2021-12-02 16:29:26,Lumayan
1045,2021-11-19 17:44:48,"Indodax sering eror,,percuma dong tiap minggu selalu maintenance klo tiap hari masih sering eror.. Lebih di tingkat kan lagi dong sistem nya.."
225,2021-10-27 14:02:06,"Klw lg pump / dump jangan jadi lemot lah ,tolong di perbaiki .sy masih setia untuk saat ini .ga tau ke depanya klw masih begini .ini bukan sekali dua kali kejadinya termasuk sore ini Rabu 27 Oktober 2021 ga bisa buy / sell paraah"
490,2021-10-19 5:11:52,Verifikasi pin lewat SMS gagal terus Krn ga ada SMS masuk padahal Sdh di kasih nomer hp utama hadeuhhh biung biung dah gw yg error apa sistem indodax yg error?😂
282,2021-11-02 2:38:04,"indodax kapan mempunyai fitur stop loss,,, melihat beberapa app sebelah sudah punya fitur tersebut"
992,2021-11-14 8:24:40,Kapan ada koin Radio Caca
40,2021-11-20 2:33:11,ini kenapa ya dari semalem tgl 19 nov 2021 aplikasi jadi susah banget dibuka.. udah install ulang pun sama aja padahal internet saya normal dan buat buka di 2 aplikasi exchange lainnya pun normal2 aja cuman di indodax aja error gak bisa kebuka
497,2021-11-15 6:58:23,Penarikan via dana dan pulsa belum masuk sejak 14 november
959,2021-11-19 8:42:35,Masih pemula semoga lancar
726,2021-11-03 5:25:27,"Biaya pengiriman mahal bos😭 ,,,saya mau melakukan deposite dari indodax ke mining lain menggunakan TRX di indodax saya TRX cuma 50trx dan melakukan pengiriman 30 trx, terima bersih 30trx dengan total biaya 40 TRX ..😭😭😭😭😭😭 Fee di potong 25 rebu klo tranfer ke bank LINKAJA😭 padahal saya suka indodax ini,"
915,2021-11-30 7:28:06,Alhamdulilah
914,2021-12-01 6:25:02,Sering eror
475,2021-10-28 7:18:59,"Perbaiki lagi, sy daftarkan no di HP lain. kode OTP sdh masuk tp susah ditulis di HP yg sy instal indodax"
961,2021-11-18 13:13:15,excellent
1081,2021-11-20 7:21:19,Terimakasih indodax sangat membantu saya dimasa pandemi.. terimakasih semoga perusahaan ini terus bisa memberikan yang terbaik
973,2021-11-17 0:05:51,Buat yang ngeluh mahal² ini exchange lokal bro likuiditasnya kecil jadi pahami
1123,2021-12-02 14:27:28,"Puas dengan pelayananya, mantap"
284,2021-10-27 1:49:20,"Mohon kurangi biaya WD yg saat ini 12.5% menjadi 5% la, klo lainnya Indodax dah bagus banget"
878,2021-11-12 14:36:09,Mohon ditambahkan akun bank yang lebih variatif untuk top up
578,2021-10-06 1:59:20,Mau komplen kenapa riwayat perdagangan nya mengilang
255,2021-10-25 0:49:12,"Verifikasinya kenapa ya g miscall2, lewat web juga password sampe ganti via email tetep aj salah, ban 3 jam. Hadeh sistem of a down pagi kumat"
125,2021-12-02 0:51:33,Gagal terus................ Uninstal.
632,2021-11-24 12:39:36,"Saya kira indodax, trading jual beli nya bs bikin semangat trading, ternyata dg modal kecil jg ngarep duit bs berkembang cepat, duit nyangkut.. bikin ngedrop aja perputaran turun naek ny lambaaaaaat!!! Ddah lebih dr sebulan mata uang ku di etherem nyangkut"
852,2021-10-10 9:46:36,Saya akan menambahkan 1 Bintang lagi jika menambahkan jaringan polygon .. indodax akan menjadi aplikasi yang TOP
1177,2021-12-01 12:25:54,Lumayan biaya admin mahal semoga kedepan bisa diturunkan
487,2021-11-20 7:24:47,"Update Keamanan nya pakai sensor sidik jari, supaya cepat login 😅"
813,2021-11-05 4:45:26,"Sangat mudah digunakan, namun kekurangan nya ada di chart, mohon untuk lebih bisa ditingkatkan karna kami tidak selalu menggunakan laptop atau komputer untuk trading. Trims"
855,2021-10-06 2:01:31,"Secara keseluruhan aplikasi sdh bagus, tolong di pertimbangkan masalah fee agar tidak terlalu tinggi 🙏🙏"
189,2021-11-27 14:22:38,Najis bgt ya biaya deponya bukannya turun malah makin naek gobolk bgt nih
202,2021-11-26 1:24:26,"Kasi bintang 2 dulu ya.. Mudahan segera di perbaiki Karna sering terjadi maintenence Ketika "" JUAL "" eksekusi nya lambat sekali Dan biasanya kalo terjual tidak auto 100% ( Tuntas ) kadang terjual cuma 2% kadang juga 10% kalau boleh jujur,agar risih sih ketika jual tidak tuntas 😁🙏"
571,2021-10-25 0:03:17,Biaya withdraw terlalu mahal
974,2021-11-16 13:59:25,"Apk nya bagus pengguna banyak , cuman fee nya menurut saya Besar"
440,2021-10-28 12:14:03,"Ini gimana min ??? Saya widrrwl dri apk ini ke bank, skrng udah lewat 1 hari kerja belum succes t,masih infrogres terus!!!"
248,2021-10-27 13:04:45,"Keadaan market lagi keos eh tiba"" ga bisa buy/sell server down entah sistem eror apa Tangan manusianya Jahil, Taro aset disini jd kaya daun ga jelas. Pas normal market udh dibawah drastis sekali"
1009,2021-11-21 12:29:56,"Tolong dipercepat lagi tentang pembelian terhadap suatu aset kepada pihak pengembang INDODAX. Saya membeli suatu aset CRYPTO disaat harga masih murah dan masih pending, setelah harga-nya naik malah terbeli. Tolong tambahkan fitur disaat aset-nya dibeli, aset-nya langsung masuk ke dompet tidak perlu di tunggu² lagi. Itu saja saran Saya..... Terimakasih Banyak ☺️😊."
814,2021-10-03 9:43:19,"Aplikasi yang bagus sangat membantu untuk melihat kondisi harga pasaran koin , namun kalau bisa dan mohon dipertimbangkan untuk fee boleh dikurangin karena jika seperti saya yang hanya modal kecil dan keuntungannya juga tidak seberapa malah terberat kan dengan fee yang terlalu banyak saya rasa , kalau bisa untuk dibawah jutaan feenya diperkecil terimakasih 🙏"
899,2021-11-18 0:03:22,baru menggunakan....semoga bermanfaat
580,2021-09-05 0:06:05,Dear indodax knp yaa skr tuh lebih lama disaat jual atau penarikan masuk ke dompet saldo akun. Tapi giliran beli cpt masuk. Tolong lbh transparan dan cpt update dlm penyajian datanya. Tmn saya jd pada pindah developer kalo begini trs ditambah byk potongan biaya jg. Semoga indodax bs lbh baik lg dlm menjaga reputasi kredibilitasnya. Percayalah bisnis yg baik adalah memuaskan memanjakan para konsumen memahami dan menjaganya bkn hanya mencari keuntungan sesaat.
851,2021-11-01 3:55:12,Kenapa ya pada waktu beli koin shiba gangguan tapi untuk yang lain bisa mohon ditingkatkan lagi ya server sering down
416,2021-10-18 4:56:24,"Saya kasih Bintang 3, karena secara keseluruhan aplikasinya lumayan bagus buat crypto. Cuman sayangnya dari sisi admin, potongannya yg lumayan agak serem buat yg punya modal terbatas atau yg baru mau belajar crypto beda dengan tempat lain yg lebih memanjakan pengguna layanan"
919,2021-11-29 13:05:35,Mantap semoga ad rejekinya
459,2021-11-16 8:11:40,"Mahal biaya with draw nya 25k pertransaksi, jadi harus bener² profit baru di wd,coba deh di apk pluang, lebih enak aja maenya 😁😁😁"
579,2021-10-03 0:21:28,Kasih bintang 3 krna semakin kesini dirasa makin aneh saat saya mulai open trade terkadang lama sekali pendingnya yg lebih parah baru di acc saat harga sudah mulai naik lagi jelas sangat merugikan saya krna agak susah untuk profit dan ketika saya mulai close juga lama prosesnya jd hilang semua momennya ntah ini karna signal atau ada permainan pihak indodaxnya sendiri. Tolong di respon dan segra di perbaiki krna saya pelanggan setia disini
810,2021-10-14 23:50:43,"Lumayan, hanya perlu 2 hal. 1 Harga fee 25K cukup mahal mengingat jumlah pengguna indodax yang mencapai jutaan orang & terus bertambah, jadi turunkanlah. 2 Beri notifikasi untuk proses jual/beli di order book yang berhasil dieksekusi."
175,2021-11-29 3:43:39,apk babi gw ngirim 4 dolar nggk msuk2 kta nya hilang tpi bisa d balikin malah mala hrus bayar 100.000 dasar apk penipu
6,2021-11-18 1:46:10,"Tolong dibantu saya udah 1minggu nunggu proses laporan saya WD koin ke dompet(Trust wallet) saya tapi belom diterima sampai saat ini padahal di apk succes, saya cek di bscscan txn nya gaada dan saya cek yg sebelumnya ada semua. Saya sudah coba email kembali namun tidak ada respon sama sekali. Sampai laporannya selesai baru ulasannya saya perbaiki."
1146,2021-12-02 5:11:55,Byk cuan dan bs update dr chat member..mantap
535,2021-11-19 2:30:02,ggak bisa masuk di aplikasi nih gimana
446,2021-11-21 14:02:55,Kenapa sudah tidak ada Bank BNI untuk deposit.??? Apa ada maintenance apa gimana....
532,2021-11-02 22:02:52,Susah mendapat kode OTP saatmau login jadinya saya Login di browser Mohon banyuannya
820,2021-11-15 8:19:17,Mantap.. tp msh blm bnyak mndapatkan hasil trading Semoga semakin banyak hasil nya biar bisa buat nambahin kebutuhan masa depan
221,2021-10-29 0:08:48,"Tolong di perbaiki untuk angka keterangan harga sangat kaku,karena klu menggunakan hp seperti saya untuk mengetahui pergerakan harga layar hp d usap dari atas kebawah dulu baru keterangan harga berubah,sehingga susah untuk mengetahui pergerakan harga"
41,2021-11-19 12:05:19,Untuk pengalaman saya.. kalo mau investasi itu butuh modal besar.. kalo kecil percuma gan.. untung cuman 500 itu pun sudah besar.. nyesal udah top up.. kalo di tarik kepotong 25k
224,2021-11-29 8:10:40,"Ketika ""Sell"" eksekusinya lambat sekali, keburu harganya berubah dan kepotong biaya taker 0.3%. Serta nggak ada fitur Stop Loss-nya"
237,2021-11-04 0:44:40,"HP saya hilang sekaligus No HP nya, Saya ingin login dengan no baru, dapatkah , Sementara saya kasih bintang 2 dulu"
528,2021-10-28 9:34:01,tolong diperbaiki untuk servernya masa mau buy loadingnya sangat lama
708,2021-11-07 1:24:22,"Indodax, kalau bisa koin karya anak bangsa diperbanyak, dibantu lah gitu, jangan ketinggian ransum nya dong, syarat diperingan buat koin negri kita sendiri.... Pair juga diperbanyak gitu, layanan juga ditambah seperti stake, pool, dll Bintang 3 aja karena terlalu sering maintenance dan biaya depo dan wd ketinggian , Tennya dimaksimalkan lah fungsinya"
500,2021-11-04 1:09:39,Knp sih sekarang sering banget maintenance..??
937,2021-11-23 1:05:01,Ia saya menyukai
502,2021-11-30 8:47:36,Lumayan kadang masih lag
521,2021-10-08 0:03:56,Tampilan terbaru INDODAX ga terlalu bagus 😌 jadi susah analisis nya
42,2021-11-18 1:16:31,"Mending ke warung sebelah aja.....dsni withdraw lama dan biaya mahal, gw udah pakai 2 apk bersamaan, ketika butuh cairin dana warung sebelah cuma hitungan jam lgsg cair...sdgkan dsni udah 3 hr blm jg ada tanda2 😒 kacau"
875,2021-11-09 6:37:55,"Fitur²nya informatif, mudah untuk dipahami bagi pemula."
1058,2021-10-05 14:25:35,"Saya puas dengan aplikasi indodax, saat top up uangnya cepat masuk, dan saat WD juga cepet masuk. Ada tombol order buy dan order sell, bagi saya sangat nyaman. Sampai saat ini, hampir 6 bulan pakai dan dangat puas"
191,2021-11-27 13:16:27,Masukin koin asal list & delist seenak jidat gk tau apa susah buat ngumpulin uang dan hold koin yang nyangkut😭
488,2021-11-14 12:41:44,"Saya turunin bintang nya, kenapa setiap masuk suka keluar sendiri mulu"
1075,2021-10-27 14:36:31,"Setahu saya ada dua kelompok trading forex, yaitu yang halal dan yang haram. Dan yang halal ada dua kelompok juga yaitu halal beresiko dan halal yg tidak beresiko. Indodax, adalah aplikasi trading yg halal dan tidak beresiko (selama ini). Halal karena tidak ada unsur spekulasi, dan tidak beresiko (selama ini) karena uang kita tidak hilang dan justru bertambah. Terimakasih Indodax."
954,2021-11-19 14:55:55,4 dulu bellum di cobak kalok ngak ruwet dan bagus saya tambak bintangnya
140,2021-12-01 6:23:24,Deposit bayar 4 ribu dan withdraw bayar 25 ribu ditambah transaksi sering maintenance
990,,Tolong listing raca dong 😁
438,2021-11-17 14:47:18,"Fee WD nya terlalu besar... Mudah""an kedepannya bisa dikurangi... 🙏🏻🙏🏻🙏🏻"
14,2021-11-20 6:40:00,Inodax ada apa dengan dirimu hari ini..? Loading lama sekali..' menjawab pertanya'an di live chat pun lama sekali seperti antrian tiket sepak bola.
387,2021-11-01 12:56:23,Ngestack mlu klo mao buy/sell
1130,2021-12-02 13:14:51,Good tolong di turunin btc iya min
78,2021-10-26 2:33:12,"Ini tiap saat maintenance terus, saldo saya tiba tiba ga ada bagaimana ceritanya, tolong jangan di bawa kabur uang masyarakat dan uang kami ya, tolomg kerja sama dan pengertian nya !!"
20,2021-11-26 13:24:13,Bulan Oktober sudah diperingatkan OJK baru hari ini pengumuman delist. Informasi hanya untuk broker aja ya? Ngotak dikit kau.
582,2021-10-05 0:14:43,Jangan mahal2 dong biaya nya 25k 🥶🥶🥶🥶
272,2021-10-26 13:47:25,"Kecewa bgt klo pas ada koin pump ga bisa dijual, setelah normal atau trun baru bisa dijual gimna si ini seolah2 ngga boleh klo membernya untung besar"
0,2021-12-01 6:43:00,"Pertama kali main disini dan pro disini lama"" ngerasa ada yang aneh dan nga kuat akhir nya pindah ke platform B,Parahh aslilahh 1x,2x dan akhirnya berkali"" kalau lagi harga tinggi pasti error, suka ngelist coin yang nga ada fungsinya yg ujung nya bakal di delist, Suka ngelist coin baru pas lagi tinggi""nya. Kasihan orang"" awam yang baru gabung."
869,2021-11-15 2:45:53,Tolong ditambah untuk pembuka kunci dengan sidik jari. Trims
421,2021-11-24 6:02:54,"Saya sudah jual BNB, tapi kok nggak bisa di cairkan ke atm saya ya ?"
